,package,fileName,type,desc,priority,start,end,label,code,lineNum,statementNum,branchStatementNum,callNum,cycleComplexity,depth
3386,cassandra-all-3.11.8,DataLimits,BC_UNCONFIRMED_CAST,STYLE,2,1421,1421,false,MethodDeclaration Modifier final public termPairWithOperation FormalParameter ReferenceType Map TypeArgument ReferenceType Term TypeArgument ReferenceType Operation columns RecognitionException TryStatement BlockStatement SwitchStatement MethodInvocation input Literal 1 LA SwitchStatementCase K_KEY BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_1 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_1 MemberReference K_WHERE BinaryOperation == MemberReference LA54_1 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_1 MemberReference INTEGER BinaryOperation == MemberReference LA54_1 Literal 83 BinaryOperation == MemberReference LA54_1 Literal 85 BlockStatement End End SwitchStatementCase STRING_LITERAL BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_2 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_2 MemberReference K_WHERE BinaryOperation == MemberReference LA54_2 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_2 MemberReference INTEGER BinaryOperation == MemberReference LA54_2 Literal 83 BinaryOperation == MemberReference LA54_2 Literal 85 BlockStatement End End SwitchStatementCase INTEGER BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_3 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_3 MemberReference K_WHERE BinaryOperation == MemberReference LA54_3 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_3 MemberReference INTEGER BinaryOperation == MemberReference LA54_3 Literal 83 BinaryOperation == MemberReference LA54_3 Literal 85 BlockStatement End End SwitchStatementCase UUID BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_4 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_4 MemberReference K_WHERE BinaryOperation == MemberReference LA54_4 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_4 MemberReference INTEGER BinaryOperation == MemberReference LA54_4 Literal 83 BinaryOperation == MemberReference LA54_4 Literal 85 BlockStatement End End SwitchStatementCase IDENT BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_5 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_5 MemberReference K_WHERE BinaryOperation == MemberReference LA54_5 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_5 MemberReference INTEGER BinaryOperation == MemberReference LA54_5 Literal 83 BinaryOperation == MemberReference LA54_5 Literal 85 BlockStatement End End SwitchStatementCase FLOAT BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_6 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_6 MemberReference K_WHERE BinaryOperation == MemberReference LA54_6 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_6 MemberReference INTEGER BinaryOperation == MemberReference LA54_6 Literal 83 BinaryOperation == MemberReference LA54_6 Literal 85 BlockStatement End End SwitchStatementCase QMARK BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA54_7 MethodInvocation input Literal 2 LA IfStatement BinaryOperation || BinaryOperation == MemberReference LA54_7 MemberReference K_WHERE BinaryOperation == MemberReference LA54_7 Literal 84 BlockStatement IfStatement BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA54_7 MemberReference INTEGER BinaryOperation == MemberReference LA54_7 Literal 83 BinaryOperation == MemberReference LA54_7 Literal 85 BlockStatement End End End SwitchStatement MemberReference alt54 SwitchStatementCase Literal 2 BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA53_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA53_0 Literal 83 BlockStatement IfStatement BinaryOperation || BinaryOperation == MemberReference LA53_0 MemberReference INTEGER BinaryOperation == MemberReference LA53_0 Literal 85 BlockStatement End End SwitchStatement MemberReference alt53 SwitchStatementCase Literal 2 BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA52_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA52_0 Literal 85 BlockStatement End SwitchStatement MemberReference alt52 SwitchStatementCase Literal 1 BlockStatement StatementExpression Assignment MemberReference op Cast ReferenceType Token MethodInvocation MemberReference input Literal 85 MemberReference FOLLOW_85_in_termPairWithOperation3042 match = End End End CatchClause CatchClauseParameter RecognitionException re,9,6,4,2,4,6
344,camel-core-2.21.5,XsltHelper,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,3,57,57,false,MethodDeclaration Modifier private static ReferenceType String wrapCharArray FormalParameter BasicType char c IfStatement BinaryOperation == MemberReference c Literal null ReturnStatement Literal null End IfStatement BinaryOperation != MemberReference stringConstructor Literal null BlockStatement TryStatement CatchClause CatchClauseParameter Exception e End,7,3,2,2,4,3
2892,cassandra-all-3.0.22,LogRecord,DM_CONVERT_CASE,I18N,3,56,56,false,MethodDeclaration Modifier public BasicType char getCharArray ReturnStatement This MemberReference value,3,1,0,1,1,3
4039,cassandra-all-4.0-beta2,Cql_Parser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,15216,15216,false,,14,9,5,1,6,5
1626,cassandra-all-2.1.21,CassandraDaemon,WMI_WRONG_MAP_ITERATOR,PERFORMANCE,2,310,310,false,MethodDeclaration Modifier static public ReferenceType Options parseArgs FormalParameter ReferenceType String cmdArgs LocalVariableDeclaration ReferenceType CommandLineParser VariableDeclarator parser ClassCreator ReferenceType GnuParser LocalVariableDeclaration ReferenceType CmdLineOptions VariableDeclarator options MethodInvocation getCmdLineOptions TryStatement LocalVariableDeclaration ReferenceType CommandLine VariableDeclarator cmd MethodInvocation parser MemberReference options MemberReference cmdArgs Literal false parse IfStatement MethodInvocation cmd MemberReference HELP_OPTION hasOption BlockStatement StatementExpression MethodInvocation System Literal 0 exit End CatchClause CatchClauseParameter ParseException e,38,28,12,23,13,5
5610,flink-core-1.10.0,LongValueComparator,EI_EXPOSE_REP,MALICIOUS_CODE,2,125,125,false,,4,1,0,0,1,2
4857,commons-bcel-c261c611aa0c9fa4314760449bc0ad5360010e94,LineNumberTable,EI_EXPOSE_REP2,MALICIOUS_CODE,2,122,122,false,,3,1,0,0,1,2
690,camel-core-2.23.3,ApiConsumerHelper,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,62,62,false,MethodDeclaration Modifier public close IfStatement MemberReference ! FileUtils isCleanerAvailable ReturnStatement End TryStatement CatchClause CatchClauseParameter Exception e,7,4,1,4,2,3
450,camel-core-2.22.5,DefaultScheduledPollConsumer,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,55,55,true,MethodDeclaration Modifier public ReferenceType Token midpoint FormalParameter ReferenceType Token ltoken FormalParameter ReferenceType Token rtoken LocalVariableDeclaration ReferenceType BigInteger VariableDeclarator right TernaryExpression MethodInvocation rtoken MemberReference MINIMUM equals MemberReference ZERO Cast ReferenceType BigIntegerToken MemberReference rtoken,13,8,5,4,6,4
1703,cassandra-all-2.1.21,CliParser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,6410,6410,false,MethodDeclaration Modifier public Annotation Override BasicType int compareToReference FormalParameter ReferenceType TypeComparator TypeArgument ReferenceType FloatValue referencedComparator LocalVariableDeclaration ReferenceType FloatValue VariableDeclarator otherRef Cast ReferenceType FloatValueComparator MemberReference referencedComparator LocalVariableDeclaration BasicType int VariableDeclarator comp MethodInvocation otherRef MemberReference reference compareTo ReturnStatement TernaryExpression MemberReference ascendingComparison MemberReference comp MemberReference - comp,22,16,6,3,7,5
2848,cassandra-all-3.0.22,FileUtils,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,STYLE,2,524,524,false,MethodDeclaration Modifier public ReferenceType RangeTombstoneMarker deserializeMarkerBody FormalParameter ReferenceType DataInputPlus in FormalParameter ReferenceType SerializationHeader header FormalParameter ReferenceType ClusteringBoundOrBoundary bound IOException IfStatement MethodInvocation header isForSSTable BlockStatement StatementExpression MethodInvocation in readUnsignedVInt StatementExpression MethodInvocation in readUnsignedVInt End IfStatement MethodInvocation bound isBoundary ReturnStatement ReturnStatement ClassCreator ReferenceType RangeTombstoneBoundMarker Cast ReferenceType ClusteringBound MemberReference bound MethodInvocation header MemberReference in readDeletionTime End,8,5,3,4,4,3
5194,commons-configuration-5e34fc06ce6bafa33be8f3eb2770a286ce8c7d8e,CombinedConfiguration,DM_DEFAULT_ENCODING,I18N,1,910,910,false,,8,4,2,4,3,3
3574,cassandra-all-3.11.8,PerSSTableIndexWriter,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,3,277,277,false,,4,1,0,1,1,3
3689,cassandra-all-3.11.8,SSTableMetadataViewer,DM_EXIT,BAD_PRACTICE,3,189,189,false,,3,1,0,1,1,2
4340,cassandra-all-4.0-beta2,LoaderOptions,DM_EXIT,BAD_PRACTICE,2,317,317,false,,11,7,2,4,3,5
1295,camel-core-2.25.2,Base64DataFormat,DM_DEFAULT_ENCODING,I18N,1,60,60,false,MethodDeclaration Modifier protected Annotation Override doStart Exception StatementExpression MethodInvocation camelContext ClassCreator ReferenceType RemoveRestServiceLifecycleStrategy addLifecycleStrategy,6,2,1,2,2,3
851,camel-core-2.23.3,MessageHelper,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,3,468,468,false,MethodDeclaration Modifier protected appendToStore FormalParameter Modifier final ReferenceType String key TryStatement StatementExpression Assignment MemberReference fos ClassCreator ReferenceType FileOutputStream MemberReference fileStore Literal true = StatementExpression MethodInvocation fos MethodInvocation key getBytes write CatchClause CatchClauseParameter IOException e,7,3,2,1,3,3
2562,cassandra-all-2.2.18,UnbufferedDataOutputStreamPlus,NS_NON_SHORT_CIRCUIT,STYLE,3,268,268,false,"MethodDeclaration Modifier public ReferenceType String toString IfStatement MemberReference ! totalsCalculated BlockStatement StatementExpression MethodInvocation calculateTotals End LocalVariableDeclaration ReferenceType StringBuilder VariableDeclarator output ClassCreator ReferenceType StringBuilder StatementExpression MethodInvocation output MethodInvocation String Literal ""%s.%s - %s ranges, %s sstables, %s bytes\n"" MemberReference keyspace MemberReference table MemberReference ranges MemberReference files MethodInvocation FBUtilities MemberReference bytes prettyPrintMemory format append",10,6,3,2,4,3
2372,cassandra-all-2.2.18,Directories,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,STYLE,2,881,881,false,"MethodDeclaration Modifier public reloadConfiguration FormalParameter BasicType boolean isUpdate ConfigurationException LocalVariableDeclaration ReferenceType HashMap TypeArgument ReferenceType InetAddressAndPort TypeArgument ReferenceType String VariableDeclarator reloadedMap ClassCreator ReferenceType HashMap LocalVariableDeclaration ReferenceType Properties VariableDeclarator properties ClassCreator ReferenceType Properties ForStatement EnhancedForControl VariableDeclaration ReferenceType Map ReferenceType Entry TypeArgument ReferenceType Object TypeArgument ReferenceType Object VariableDeclarator entry MethodInvocation properties entrySet BlockStatement LocalVariableDeclaration ReferenceType String VariableDeclarator key Cast ReferenceType String MethodInvocation entry getKey LocalVariableDeclaration ReferenceType String VariableDeclarator value Cast ReferenceType String MethodInvocation entry getValue IfStatement Literal MethodInvocation MemberReference key equals ""default"" BlockStatement LocalVariableDeclaration ReferenceType String VariableDeclarator newDefault MethodInvocation value Literal "":"" split IfStatement BinaryOperation < MemberReference newDefault length Literal 2 StatementExpression Assignment MemberReference reloadedDefaultDCRack ArrayCreator ReferenceType String ArrayInitializer Literal ""default"" Literal ""default"" = StatementExpression Assignment MemberReference reloadedDefaultDCRack ArrayCreator ReferenceType String ArrayInitializer MemberReference ArraySelector Literal 0 MethodInvocation trim newDefault MemberReference ArraySelector Literal 1 MethodInvocation trim newDefault = End End End LocalVariableDeclaration ReferenceType InetAddressAndPort VariableDeclarator broadcastAddress MethodInvocation FBUtilities getBroadcastAddressAndPort LocalVariableDeclaration ReferenceType String VariableDeclarator localInfo MethodInvocation reloadedMap MemberReference broadcastAddress get IfStatement BinaryOperation && BinaryOperation == MemberReference reloadedDefaultDCRack Literal null BinaryOperation == MemberReference localInfo Literal null ThrowStatement ClassCreator ReferenceType ConfigurationException End IfStatement BinaryOperation && MemberReference isUpdate MethodInvocation ! MemberReference reloadedMap MemberReference reloadedDefaultDCRack livenessCheck ReturnStatement End IfStatement MethodInvocation logger isTraceEnabled BlockStatement LocalVariableDeclaration ReferenceType StringBuilder VariableDeclarator sb ClassCreator ReferenceType StringBuilder ForStatement EnhancedForControl VariableDeclaration ReferenceType Map ReferenceType Entry TypeArgument ReferenceType InetAddressAndPort TypeArgument ReferenceType String VariableDeclarator entry MethodInvocation reloadedMap entrySet StatementExpression MethodInvocation sb MethodInvocation Literal ':' append MethodInvocation MethodInvocation Arrays MethodInvocation entry getValue toString append MethodInvocation Literal "", "" append MethodInvocation entry getKey append End StatementExpression MethodInvocation logger Literal ""Loaded network topology from property file: {}"" MethodInvocation StringUtils MethodInvocation sb toString Literal "", "" removeEnd trace End StatementExpression Assignment MemberReference defaultDCRack MemberReference reloadedDefaultDCRack = IfStatement BinaryOperation != MemberReference StorageService instance Literal null BlockStatement IfStatement MemberReference isUpdate StatementExpression MethodInvocation StorageService.instance updateTopology End End",4,2,0,2,1,3
4429,cassandra-all-4.0-beta2,PartitionPosition,BC_UNCONFIRMED_CAST,STYLE,3,101,101,false,,6,0,1,0,0,0
6248,flink-core-1.8.0,StateDescriptor,REC_CATCH_EXCEPTION,STYLE,3,356,356,false,,8,4,3,0,4,3
1343,camel-core-2.25.2,DefaultManagementObjectStrategy,BC_UNCONFIRMED_CAST,STYLE,3,337,337,false,MethodDeclaration Modifier final public ReferenceType Attribute getAttributes ReturnStatement MemberReference attributes,135,120,61,10,62,6
6822,hbase-common-2.2.1,CellUtil,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,3,1328,1328,false,,5,2,1,0,2,2
474,camel-core-2.22.5,FileComponent,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,STYLE,2,108,108,true,MethodDeclaration Modifier public Annotation Override BasicType boolean process FormalParameter ReferenceType Exchange exchange FormalParameter ReferenceType AsyncCallback callback TryStatement CatchClause CatchClauseParameter Exception e,10,6,3,2,4,3
508,camel-core-2.22.5,InMemorySagaCoordinator,NP_NONNULL_PARAM_VIOLATION,CORRECTNESS,1,143,143,true,MethodDeclaration Modifier private static addJdkModules FormalParameter Modifier final ReferenceType String javaHome FormalParameter Modifier final ReferenceType List TypeArgument ReferenceType String list LocalVariableDeclaration Modifier final ReferenceType File VariableDeclarator modulesDir ClassCreator ReferenceType File MemberReference modulesPath IfStatement MethodInvocation modulesDir exists BlockStatement LocalVariableDeclaration Modifier final ReferenceType String VariableDeclarator modules MethodInvocation modulesDir MemberReference MODULES_FILTER list ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MemberReference modules length MemberReference ++ i BlockStatement End End,11,6,3,3,5,3
4976,commons-bcel-cfaa578439109afe801ef4448df55d5a17271604,ConstantPool,EI_EXPOSE_REP,MALICIOUS_CODE,2,272,272,false,,3,1,0,0,1,2
1117,camel-core-2.24.2,IOConverter,NP_NULL_PARAM_DEREF_NONVIRTUAL,CORRECTNESS,1,104,104,true,MethodDeclaration Modifier protected initializeDatamodel FormalParameter Modifier final ReferenceType Map TypeArgument ReferenceType String TypeArgument ReferenceType Object data IfStatement BinaryOperation == MemberReference globalContext Literal null BlockStatement StatementExpression MethodInvocation MemberReference rootdm MethodInvocation getGlobalContext MemberReference evaluator MemberReference errorReporter cloneDatamodel IfStatement BinaryOperation != MemberReference data Literal null BlockStatement ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator key MethodInvocation data keySet BlockStatement IfStatement MethodInvocation globalContext MemberReference key has BlockStatement StatementExpression MethodInvocation globalContext MemberReference key MethodInvocation data MemberReference key get set End End End End,4,1,0,1,1,2
